A,B,Weight
Attar_of_Nishapur,Shah_Abdul_Latif_Bhittai,1
Audre_Lorde,Patricia_Hill_Collins,1
August_Schleicher,August_Leskien,1
Auguste_Comte,Charles_Maurras,1
Auguste_Comte,Émile_Durkheim,1
Auguste_Comte,Herbert_Spencer,1
Auguste_Comte,John_Stuart_Mill,1
Auguste_Comte,Karl_Marx,1
Augustine_of_Hippo,Albert_Camus,1
Augustine_of_Hippo,Anselm_of_Canterbury_,1
Augustine_of_Hippo,Blaise_Pascal,1
Augustine_of_Hippo,Boethius,1
Augustine_of_Hippo,Bonaventure_,1
Augustine_of_Hippo,Cornelius_Van_Til,1
Augustine_of_Hippo,Duns_Scotus,1
Augustine_of_Hippo,Emanuel_Swedenborg,1
Augustine_of_Hippo,Eric_Voegelin,1
Augustine_of_Hippo,George_Campbell_(Presbyterian_minister),1
Augustine_of_Hippo,George_Grant,1
Augustine_of_Hippo,Gordon_Clark,1
Augustine_of_Hippo,Gottfried_Leibniz,1
Augustine_of_Hippo,Hannah_Arendt,1
Augustine_of_Hippo,Jean-Paul_Sartre,1
Augustine_of_Hippo,Johannes_Scotus_Eriugena,1
Augustine_of_Hippo,John_Hick,1
Augustine_of_Hippo,Josef_Pieper,1
Augustine_of_Hippo,Joseph_de_Maistre,1
Augustine_of_Hippo,Julius_Thomas_Fraser,1
Augustine_of_Hippo,Meister_Eckhart,1
Augustine_of_Hippo,Nicolas_Malebranche,1
Augustine_of_Hippo,René_Descartes,1
Avempace,Maimonides,1
Averroes,Albertus_Magnus_,1
Averroes,Boetius_of_Dacia,1
Averroes,Cesare_Cremonini,1
Averroes,Giordano_Bruno,1
Averroes,Maimonides,1
Averroes,Muhammad_Farooq_Khan,1
Averroes,René_Descartes,1
Averroes,Siger_of_Brabant,1
Averroes,Thomas_Aquinas,1
Avicenna,Albertus_Magnus_,1
Avicenna,Bar-Hebraeus,1
Avicenna,Baruch_Spinoza,1
Avicenna,Duns_Scotus,1
Avicenna,Francisco_Suárez,1
Avicenna,John_Locke,1
Avicenna,Maimonides,1
Avicenna,Meister_Eckhart,1
Avicenna,Omar_Khayyám,1
Avicenna,René_Descartes,1
Ayn_Rand,Leonard_Peikoff,1
Ayn_Rand,Liu_Junning,1
Ayn_Rand,Murray_Rothbard,1
Ayn_Rand,Roderick_Long,1
Ayn_Rand,Stefan_Molyneux,1
B._B._Warfield,Cornelius_Van_Til,1
B._B._Warfield,Gordon_Clark,1
B._F._Skinner,Ullin_Place,1
Baba_Tajuddin_of_Nagpur,Qalandar_Baba_Auliya,1
Babylonian_astronomy,Thales,1
Baha-ud-Din_Naqshband_Bukhari,Abdul_Ghaffar_Naqshbandi,1
Baha-ud-Din_Naqshband_Bukhari,Allah_Bakhsh,1
Baha-ud-Din_Naqshband_Bukhari,Fazal_Ali_Qureshi,1
Baha-ud-Din_Naqshband_Bukhari,Haji_Dost_Muhammad_Qandhari,1
Baha-ud-Din_Naqshband_Bukhari,Muhammad_Sirajuddin_Naqshbandi,1
Baha-ud-Din_Naqshband_Bukhari,Muhammad_Tahir,1
Baha-ud-Din_Naqshband_Bukhari,Muhammad_Usman_Damani,1
Baha-ud-Din_Naqshband_Bukhari,Sayyad_Laal_Shah_Hamdani,1
Baha-ud-Din_Naqshband_Bukhari,Shah_Ghulam_Ali_Dehlavi,1
Baltasar_Gracián,Arthur_Schopenhauer,1
Bärbel_Inhelder,Eleanor_Duckworth,1
Baron_d'Holbach,Adam_Weishaupt,1
Baron_d'Holbach,Karl_Marx,1
Bartolomé_de_las_Casas,Bolívar_Echeverría,1
Baruch_Spinoza,Abraham_Isaac_Kook,1
Baruch_Spinoza,Albert_Einstein,1
Baruch_Spinoza,Alex_Battler,1
Baruch_Spinoza,Antonio_Negri,1
Baruch_Spinoza,Arne_Næss,1
Baruch_Spinoza,Arthur_Schopenhauer,1
Baruch_Spinoza,Bertrand_Russell,1
Baruch_Spinoza,Christoph_von_Sigwart,1
Baruch_Spinoza,David_Ben-Gurion,1
Baruch_Spinoza,Donald_Davidson,1
Baruch_Spinoza,Emmanuel_Levinas,1
Baruch_Spinoza,Erich_Fromm,1
Baruch_Spinoza,Errol_Harris,1
Baruch_Spinoza,François_Noudelmann,1
Baruch_Spinoza,Friedrich_Heinrich_Jacobi,1
Baruch_Spinoza,Friedrich_Nietzsche,1
Baruch_Spinoza,Friedrich_Wilhelm_Joseph_Schelling,1
Baruch_Spinoza,Georg_Wilhelm_Friedrich_Hegel,1
Baruch_Spinoza,George_Boole,1
Baruch_Spinoza,George_Eliot,1
Baruch_Spinoza,George_Santayana,1
Baruch_Spinoza,Gilles_Deleuze,1
Baruch_Spinoza,Gottfried_Leibniz,1
Baruch_Spinoza,Henri_Bergson,1
Baruch_Spinoza,Immanuel_Kant,1
Baruch_Spinoza,Jean-Jacques_Rousseau,1
Baruch_Spinoza,Johann_Gottlieb_Fichte,1
Baruch_Spinoza,Johann_Wolfgang_von_Goethe,1
Baruch_Spinoza,Judith_Butler,1
Baruch_Spinoza,Karl_Jaspers,1
Baruch_Spinoza,Karl_Marx,1
Baruch_Spinoza,Leo_Strauss,1
Baruch_Spinoza,Louis_Althusser,1
Baruch_Spinoza,Ludwig_Wittgenstein,1
Baruch_Spinoza,Michael_Hardt,1
Baruch_Spinoza,Michael_Oakeshott,1
Baruch_Spinoza,Mordecai_Kaplan,1
Baruch_Spinoza,Murray_Bookchin,1
Baruch_Spinoza,Norman_O._Brown,1
Baruch_Spinoza,Novalis,1
Baruch_Spinoza,Richard_Popkin,1
Baruch_Spinoza,Salomon_Maimon,1
Baruch_Spinoza,Samuel_Alexander,1
Baruch_Spinoza,Samuel_Taylor_Coleridge,1
Baruch_Spinoza,Sigmund_Freud,1
Baruch_Spinoza,Stuart_Hampshire,1
Baruch_Spinoza,Vale_(author),1
Baruch_Spinoza,William_E._Connolly,1
Bayazid_Bastami,Mansur_Al-Hallaj,1
Bayazid_Bastami,Muhammad_Iqbal,1
Benedetto_Croce,Antonio_Gramsci,1
Benedetto_Croce,Giovanni_Gentile,1
Benedetto_Croce,R._G._Collingwood,1
Benedetto_Croce,Umberto_Eco,1
Benjamin_Constant,José_Guilherme_Merquior,1
Benjamin_Franklin,Thomas_Paine,1
Benjamin_Tucker,Émile_Armand,1
Benjamin_Tucker,Gary_Chartier,1
Benjamin_Tucker,Murray_Rothbard,1
Berit_Brogaard,Niall_McLaren,1
Bernard_Bolzano,Edmund_Husserl,1
Bernard_Bolzano,Kevin_Mulligan,1
Bernard_Mandeville,Adam_Smith,1
Bernard_Mandeville,Friedrich_Hayek,1
Bernard_of_Clairvaux,Adam_of_Dryburgh,1
Bernard_Palissy,Francis_Bacon,1
Bernard_Stiegler,Daniel_Ross_(Australian_philosopher_and_filmmaker),1
Bernard_Williams,Jennifer_Hornsby,1
Bernard_Williams,Ted_Honderich,1
Bernardino_Telesio,Francis_Bacon,1
Bertrand_Russell,A._J._Ayer,1
Bertrand_Russell,C._D._Broad,1
Bertrand_Russell,David_Blitz,1
Bertrand_Russell,Donald_Davidson,1
Bertrand_Russell,Ernest_Gellner,1
Bertrand_Russell,Frank_P._Ramsey,1
Bertrand_Russell,G._E._Moore,1
Bertrand_Russell,Hannah_Arendt,1
Bertrand_Russell,J._L._Austin,1
Bertrand_Russell,John_Grinder,1
Bertrand_Russell,Jules_Vuillemin,1
Bertrand_Russell,Karl_Popper,1
Bertrand_Russell,Ludwig_Wittgenstein,1
Bertrand_Russell,Michael_Tye,1
Bertrand_Russell,Moritz_Schlick,1
Bertrand_Russell,Noam_Chomsky,1
Bertrand_Russell,P._F._Strawson,1
Bertrand_Russell,Rudolf_Carnap,1
Bertrand_Russell,Samuel_Alexander,1
Bertrand_Russell,Sidney_Hook,1
Bertrand_Russell,Stephen_Mumford,1
Bertrand_Russell,Thomas_Kuhn,1
Bertrando_Spaventa,Giovanni_Gentile,1
Bhagavad_Gita,Simone_Weil,1
Bhola_Chatterji,Angana_P._Chatterji,1
Bible,Gottfried_Leibniz,1
Bible,Hugo_Grotius,1
Bible,Joseph_de_Maistre,1
Bible,Mary_Baker_Eddy,1
Bible,Philip_Lindholm,1
Bible,Theognostus_of_Alexandria,1
Biljana_Tomic,Miško_Šuvakovic,1
Blaise_Pascal,Friedrich_Nietzsche,1
Blaise_Pascal,Gottfried_Leibniz,1
Blaise_Pascal,Léon_Brunschvicg,1
Blaise_Pascal,Max_Scheler,1
Blaise_Pascal,Pierre_Bourdieu,1
Blaise_Pascal,William_James,1
Bob_Black,CrimethInc.,1
Boethius,Albertus_Magnus,1
Boethius,Anselm_of_Canterbury_,1
Boethius,Dante_Alighieri,1
Boethius,Duns_Scotus,1
Boethius,Johannes_Scotus_Eriugena,1
Boethius,Medieval_philosophy,1
Boethius,Peter_Abelard,1
Boethius,Thomas_Aquinas,1
Bogomilism,Peter_Deunov,1
Bolívar_Echeverría,Enrique_Dussel,1
Bolívar_Echeverría,Stefan_Gandler,1
Bonaventure_,Nicholas_of_Cusa,1
Bonaventure,Meister_Eckhart,1
Bonaventure,Nicholas_of_Cusa,1
Bonaventure,Walter_of_Bruges,1
Boston_University,Peter_Deunov,1
Brian_Skyrms,Nancy_Cartwright,1
Bronislaw_Malinowski,Ernest_Gellner,1
Bruno_Latour,Graham_Harman,1
Bruno_Leoni,Carlo_Lottieri,1
Buddhism,Arthur_Schopenhauer,1
Bukhari,Shams-ul-haq_Azeemabadi,1
Burhan_al-Din_al-Marghinani,Ahmed_Raza_Khan_Barelvi,1
Burhan_al-Din_al-Marghinani,Ashraf_Ali_Thanwi,1
C._D._Broad,A._J._Ayer,1
C._S._Lewis,Norman_Geisler,1
C._S._Lewis,Ravi_Zacharias_,1
C._West_Churchman,Noam_Chomsky,1
Cappadocian_Fathers,Johannes_Scotus_Eriugena,1
Carl_Gustav_Hempel,Jaegwon_Kim,1
Carl_Gustav_Hempel,Nelson_Goodman,1
Carl_Gustav_Hempel,Robert_Nozick,1
Carl_Menger,Frank_Fetter,1
Carl_Menger,Murray_Rothbard,1
Carl_Rogers,James_Bugental,1
Carl_Schmitt,Adriana_Cavarero,1
Carl_Schmitt,Jacob_Taubes,1
Carl_Schmitt,Leo_Strauss,1
Carl_Schmitt,Walter_Benjamin,1
Carl_Stumpf,Edmund_Husserl,1
Carneades,Clitomachus,1
Carneades,Philo_of_Larissa,1
Carneades,Sextus_Empiricus,1
Carole_Pateman,Gary_Chartier,1
Carvaka,Debiprasad_Chattopadhyaya,1
Caspar_Schwenckfeld,Jakob_Böhme,1
Cato_the_Younger,Michel_de_Montaigne,1
Cesare_Cremonini,Gabriel_Naudé,1
Cesare_Cremonini,Libertine,1
Cesare_Lombroso,Otto_Weininger,1
Charles_Baudelaire,Renzo_Novatore,1
Charles_Baudelaire,Umberto_Eco,1
Charles_Bernard_Renouvier,William_James,1
Charles_Bonnet,Maine_de_Biran,1
Charles_Cooley,Herbert_Blumer,1
Charles_Darwin,David_Blitz,1
Charles_Darwin,Henri_Bergson,1
Charles_Darwin,Herbert_Spencer,1
Charles_Darwin,Neven_Sesardic,1
Charles_Darwin,Peter_Kropotkin,1
Charles_Darwin,"Victoria,_Lady_Welby",1
Charles_Fourier,Bob_Black,1
Charles_Fourier,Émile_Armand,1
Charles_Fourier,Friedrich_Engels,1
Charles_Fourier,John_Zerzan,1
Charles_Fourier,Karl_Marx,1
Charles_Fourier,Pierre-Joseph_Proudhon,1
Charles_Hartshorne,David_Ray_Griffin,1
Charles_Hartshorne,John_B._Cobb,1
Charles_Hodge,Gordon_Clark,1
Charles_Maurras,Henri_Bourassa,1
Charles_Maurras,Maurice_Blanchot,1
Charles_Moskos,Patricia_M._Shields,1
Charles_Parsons,Peter_Ludlow,1
Charles_Sanders_Peirce,Arthur_Prior,1
Charles_Sanders_Peirce,Charles_Hartshorne,1
Charles_Sanders_Peirce,Frank_P._Ramsey,1
Charles_Sanders_Peirce,Hilary_Putnam,1
Charles_Sanders_Peirce,Ian_Hacking,1
Charles_Sanders_Peirce,Isaac_Levi,1
Charles_Sanders_Peirce,Joseph_Margolis,1
Charles_Sanders_Peirce,Josiah_Royce,1
Charles_Sanders_Peirce,Luciano_Floridi,1
Charles_Sanders_Peirce,Paul_Thagard,1
Charles_Sanders_Peirce,Robert_F._Almeder,1
Charles_Sanders_Peirce,Roberto_Torretti,1
Charles_Sanders_Peirce,Susan_Haack,1
Charles_Sanders_Peirce,Umberto_Eco,1
Charles_Sanders_Peirce,"Victoria,_Lady_Welby",1
Charles_Sanders_Peirce,William_James,1
Charles_Taylor,Axel_Honneth,1
Charles_Taylor,Michael_Walzer,1
Charles_W._Johnson,Gary_Chartier,1
Cheng_Hao,Zhu_Xi,1
Cheng_Yi,Zhu_Xi,1
Ch'ien_Mu,Yu_Ying-shih,1
Chris_Harman,Alex_Callinicos,1
Christiaan_Huygens,Gottfried_Leibniz,1
Christian_Jakob_Kraus,Wilhelm_von_Humboldt,1
Christian_Molbech,Søren_Kierkegaard,1
Christian_theology,Pseudo-Dionysius_the_Areopagite,1
Christian_von_Ehrenfels,Felix_Weltsch,1
Christian_Wolff,Alexander_Gottlieb_Baumgarten,1
Christian_Wolff,Emerich_de_Vattel,1
Christian_Wolff,Friedrich_Heinrich_Jacobi,1
Christian_Wolff,Georg_Bernhard_Bilfinger,1
Christian_Wolff,Immanuel_Kant,1
Christoph_Blumhardt,Jacques_Ellul,1
Christoph_von_Sigwart,Bernard_Bosanquet,1
Christoph_von_Sigwart,Bertrand_Russell,1
Christoph_von_Sigwart,F._H._Bradley,1
Christoph_von_Sigwart,William_James,1
Chrysippus,Epictetus,1
Chrysippus,Stoicism,1
Church_Fathers,Eric_Voegelin,1
Cicero,Boethius,1
Cicero,David_Hume,1
Cicero,Edmund_Burke,1
Cicero,Hugo_Grotius,1
Cicero,Joseph_de_Maistre,1
Cicero,Niccolò_Machiavelli,1
Cicero,Pierre-Joseph_Proudhon,1
Cicero,Richard_McKeon,1
Cicero,Thomas_Reid,1
Clarence_Irving_Lewis,Brand_Blanshard,1
Clarence_Irving_Lewis,Nelson_Goodman,1
Clarence_Irving_Lewis,Robert_Paul_Wolff,1
Clarence_Irving_Lewis,Roderick_Chisholm,1
Clarence_Irving_Lewis,Roderick_Firth,1
Clarence_Irving_Lewis,Willard_Van_Orman_Quine,1
Clarence_Irving_Lewis,William_Frankena,1
Claude_Adrien_Helvétius,Cesare_Beccaria,1
Claude_Adrien_Helvétius,Karl_Marx,1
"Claude_Henri_de_Rouvroy,_comte_de_Saint-Simon",Auguste_Comte,1
"Claude_Henri_de_Rouvroy,_comte_de_Saint-Simon",Pierre-Joseph_Proudhon,1
Claude_Lévi-Strauss,José_Guilherme_Merquior,1
Claude_Lévi-Strauss,Judith_Butler,1
Claude_Lévi-Strauss,Maurice_Merleau-Ponty,1
Claude_Lévi-Strauss,Michel_Foucault,1
Claude_Lévi-Strauss,Umberto_Eco,1
Claude_Vorilhon,Michel_Houellebecq,1
Cleanthes,Chrysippus,1
Cleanthes,Epictetus,1
Cleanthes,Sphaerus,1
Comte,John_Stuart_Mill,1
Confucianism,Ch'ien_Mu,1
Confucianism,Miura_Baien,1
Confucius,Cheng_Yi,1
Confucius,Christian_Wolff,1
Confucius,Eastern_philosophy,1
Confucius,Ezra_Pound,1
Confucius,François_Quesnay,1
Confucius,Mencius,1
Confucius,Neo-Confucianism,1
Confucius,Physiocracy,1
Confucius,Robert_Cummings_Neville,1
Confucius,Xuanxue,1
Confucius,Xun_Zi,1
Confucius,Zhou_Dunyi,1
Confucius,Zhu_Xi,1
Cornelius_Castoriadis,Claude_Lefort,1
Cornelius_Castoriadis,Daniel_Cohn-Bendit,1
Cornelius_Castoriadis,Guy_Debord,1
Cornelius_Castoriadis,Jean_Baudrillard,1
Cornelius_Castoriadis,Maurice_Brinton,1
Cornelius_Castoriadis,Takis_Fotopoulos,1
Cornelius_Van_Til,Douglas_Wilson_(theologian),1
Cornelius_Van_Til,Francis_Schaeffer,1
Cornelius_Van_Til,Greg_Bahnsen,1
Cornelius_Van_Til,John_Frame,1
Cornelius_Van_Til,"Richard_L._Pratt,_Jr.",1
Cornelius_Van_Til,Rousas_John_Rushdoony,1
Cornelius_Van_Til,Timothy_J._Keller,1
Crantor,Arcesilaus,1
Crates_of_Athens,Arcesilaus,1
Crates_of_Thebes,Hipparchia_of_Maroneia,1
Crates_of_Thebes,Metrocles,1
Crates_of_Thebes,Zeno_of_Citium,1
Crispin_Wright,Michael_Lynch,1
Curuppumullage_Jinarajadasa,Jorge_Ángel_Livraga_Rizzi,1
Cynicism,Zeno_of_Citium,1
D._H._Th._Vollenhoven,Cornelius_Van_Til,1
Dan_Goldstick,Miguel_Figueroa,1
Daniel_Dennett,Andy_Clark,1
Daniel_Dennett,Berit_Brogaard,1
Daniel_Dennett,David_Chalmers,1
Daniel_Dennett,Peter_Carruthers,1
Daniel_Dennett,Richard_Dawkins,1
Dante_Alighieri,Karl_Marx,1
David_ben_Naphtali_Fränkel,Moses_Mendelssohn,1
David_Chalmers,Niall_McLaren,1
David_Gauthier,Jan_Narveson,1
David_Hartley,William_James,1
David_Hartley,William_Wordsworth,1
David_Hartman_(rabbi),Donniel_Hartman,1
David_Harvey,R._Radhakrishnan,1
David_Hume,A._J._Ayer,1
David_Hume,Adam_Ferguson,1
David_Hume,Adam_Smith,1
David_Hume,African_Spir,1
David_Hume,Albert_Einstein,1
David_Hume,Alexander_Hamilton,1
David_Hume,Alexius_Meinong,1
David_Hume,Annette_Baier,1
David_Hume,Antony_Flew,1
David_Hume,Arthur_Schopenhauer,1
David_Hume,Auguste_Comte,1
David_Hume,Austin_Dacey,1
David_Hume,Baron_d'Holbach,1
David_Hume,Bertrand_Russell,1
David_Hume,Charles_Darwin,1
David_Hume,Daniel_Dennett,1
David_Hume,David_Lewis,1
David_Hume,David_Stove,1
David_Hume,Edmund_Husserl,1
David_Hume,Ernest_Gellner,1
David_Hume,Friedrich_Heinrich_Jacobi,1
David_Hume,George_Campbell_(Presbyterian_minister),1
David_Hume,Gilles_Deleuze,1
David_Hume,Henry_Sidgwick,1
David_Hume,Immanuel_Kant,1
David_Hume,J._L._Mackie,1
David_Hume,James_Madison,1
David_Hume,Jeremy_Bentham,1
David_Hume,Jerry_Fodor,1
David_Hume,Johannes_Nikolaus_Tetens,1
David_Hume,John_Stuart_Mill,1
David_Hume,Karl_Popper,1
David_Hume,Kenneth_Binmore,1
David_Hume,Nelson_Goodman,1
David_Hume,Noam_Chomsky,1
David_Hume,Salomon_Maimon,1
David_Hume,Simon_Blackburn,1
David_Hume,Thomas_Henry_Huxley,1
David_Hume,Thomas_Reid,1
David_Hume,Vale_(author),1
David_Hume,Willard_Van_Orman_Quine,1
David_Hume,William_James,1
David_Kaplan,Nathan_Salmon,1
David_Lewis,John_Hawthorne,1
David_Lewis,Lorenzo_Peña,1
David_Malet_Armstrong,Stephen_Mumford,1
David_Ray_Griffin,Gary_Chartier,1
David_Ricardo,Friedrich_Engels,1
David_Ricardo,John_Stuart_Mill,1
David_Ricardo,Karl_Marx,1
Democritus,Aristotle,1
Democritus,Epicurus,1
Democritus,George_Santayana,1
Democritus,Lucretius,1
Democritus,Michel_Onfray,1
Democritus,Pyrrho,1
Denis_Diderot,Jean-Jacques_Rousseau,1
Denis_Diderot,Murray_Bookchin,1
Desiderius_Erasmus,Damião_de_Góis,1
Desiderius_Erasmus,Hugo_Grotius,1
Desiderius_Erasmus,Martin_Luther,1
Desiderius_Erasmus,Thomas_More,1
Desiderius_Erasmus,William_Tyndale,1
Destutt_de_Tracy,Maine_de_Biran,1
Dhul-Nun_al-Misri,Bayazid_Bastami,1
Dieter_Claessens,Peter_Sloterdijk,1
Diodorus_Cronus,Chrysippus,1
Diodorus_Cronus,Stilpo,1
Diodorus_Cronus,Zeno_of_Citium,1
Diogenes_of_Babylon,Carneades,1
Diogenes_of_Babylon,Panaetius,1
Diogenes_of_Sinope,Crates_of_Thebes,1
Diogenes_of_Sinope,Cynicism,1
Diogenes_of_Sinope,Epictetus,1
Diogenes_of_Sinope,Stoicism,1
Distributism,Phillip_Blond,1
Dog,Diogenes_of_Sinope,1
Dogen,Masahiro_Morioka,1
Don_Cupitt,Ravi_Zacharias_,1
Donald_Davidson,Colin_McGinn,1
Donald_Davidson,Ernest_Lepore,1
Donald_Davidson,Gareth_Evans,1
Donald_Davidson,Jennifer_Hornsby,1
Donald_Davidson,John_McDowell,1
Donald_Davidson,Kirk_Ludwig,1
Donald_Davidson,Mark_Bevir,1
Donald_Davidson,Nijaz_Ibrulj,1
Donald_Davidson,Pascal_Engel,1
Donald_Davidson,Richard_Rorty,1
Donald_Davidson,Robert_Brandom,1
Donald_Davidson,Susan_Hurley,1
Donald_deAvila_Jackson,Paul_Watzlawick,1
Donato_Jaja,Giovanni_Gentile,1
Douglas_Hofstadter,Berit_Brogaard,1
Douglas_Hofstadter,David_Chalmers,1
Drew_University,Peter_Deunov,1
Duncan_Kennedy,Gary_Peller,1
Duncan_Kennedy,Louis_Michael_Seidman,1
Duns_Scotus,Charles_Sanders_Peirce,1
Duns_Scotus,Francisco_Suárez,1
Duns_Scotus,Gilles_Deleuze,1
Duns_Scotus,Gottfried_Leibniz,1
Duns_Scotus,Hannah_Arendt,1
Duns_Scotus,Martin_Heidegger,1
Duns_Scotus,Martin_Luther,1
Duns_Scotus,Olavo_de_Carvalho,1
Duns_Scotus,Pope_Alexander_VI,1
Duns_Scotus,Pope_Sixtus_IV,1
Duns_Scotus,René_Descartes,1
Duns_Scotus,William_of_Ockham,1
Durandus_of_Saint-Pourçain,William_of_Ockham,1
E._E._Evans-Pritchard,Ernest_Gellner,1
E._Haldeman-Julius,Theodore_Drange,1
Early_Christianity,Tommaso_Palamidessi,1
Ebrahim_Desai,Husain_Kadodia,1
Edmund_Burke,B._R._Ambedkar,1
Edmund_Burke,Friedrich_Hayek,1
Edmund_Burke,Hannah_Arendt,1
Edmund_Burke,Immanuel_Kant,1
Edmund_Burke,"John_Dalberg-Acton,_1st_Baron_Acton",1
Edmund_Burke,Joseph_de_Maistre,1
Edmund_Burke,Karl_Popper,1
Edmund_Burke,Leo_Strauss,1
Edmund_Burke,Liu_Junning,1
Edmund_Burke,Matthew_Arnold,1
Edmund_Burke,Michael_Oakeshott,1
Edmund_Burke,Murray_Rothbard,1
Edmund_Burke,Robert_Peel,1
Edmund_Burke,Roger_Scruton,1
Edmund_Burke,Russell_Kirk,1
Edmund_Burke,W._B._Yeats,1
Edmund_Burke,William_Ewart_Gladstone,1
Edmund_Burke,"William_F._Buckley,_Jr.",1
Edmund_Husserl,Adolf_Reinach,1
Edmund_Husserl,Albert_Camus,1
Edmund_Husserl,Albert_Hofstadter,1
Edmund_Husserl,Alexandre_Koyré,1
Edmund_Husserl,Alfred_Schütz,1
Edmund_Husserl,Aurel_Kolnai,1
Edmund_Husserl,Bernard_Stiegler,1
Edmund_Husserl,Boris_Groys,1
Edmund_Husserl,Dallas_Willard,1
Edmund_Husserl,Dietrich_von_Hildebrand,1
Edmund_Husserl,Edith_Stein,1
Edmund_Husserl,Emmanuel_Levinas,1
Edmund_Husserl,Eugen_Fink,1
Edmund_Husserl,Evan_Thompson,1
Edmund_Husserl,Francisco_Varela,1
Edmund_Husserl,Giovanni_Piana,1
Edmund_Husserl,Graham_Harman,1
Edmund_Husserl,Hannah_Arendt,1
Edmund_Husserl,Hans_Blumenberg,1
Edmund_Husserl,Hans_Jonas,1
Edmund_Husserl,Hans_Köchler,1
Edmund_Husserl,Herbert_Marcuse,1
Edmund_Husserl,Herbert_Spiegelberg,1
Edmund_Husserl,Jacques_Derrida,1
Edmund_Husserl,James_M._Edie,1
Edmund_Husserl,Jan_Patocka,1
Edmund_Husserl,Jean-Luc_Marion,1
Edmund_Husserl,Jean-Paul_Sartre,1
Edmund_Husserl,John_D._Caputo,1
Edmund_Husserl,José_Ortega_y_Gasset,1
Edmund_Husserl,Karel_Kosík,1
Edmund_Husserl,Kitaro_Nishida,1
Edmund_Husserl,Kurt_Gödel,1
Edmund_Husserl,Leonardo_Polo,1
Edmund_Husserl,Leszek_Kolakowski,1
Edmund_Husserl,Lewis_Gordon,1
Edmund_Husserl,Ludwig_Landgrebe,1
Edmund_Husserl,Martin_Heidegger,1
Edmund_Husserl,Marvin_Farber,1
Edmund_Husserl,Maurice_Merleau-Ponty,1
Edmund_Husserl,Max_Scheler,1
Edmund_Husserl,Milan_Kundera,1
Edmund_Husserl,Millan_Puelles,1
Edmund_Husserl,Paul_Ricœur,1
Edmund_Husserl,Pope_John_Paul_II,1
Edmund_Husserl,Ramón_Xirau,1
Edmund_Husserl,Roman_Ingarden,1
Edmund_Husserl,Rudolf_Carnap,1
Edmund_Husserl,Simon_Critchley,1
Edmund_Husserl,Simone_de_Beauvoir,1
Edmund_Husserl,Theodor_W._Adorno,1
Edmund_Husserl,Xavier_Zubiri,1
Education_in_the_United_Kingdom,Syed_Ahmed_Khan,1
Edward_Coke,Edmund_Burke,1
Edward_John_Carnell,William_Lane_Craig,1
Edward_Said,Angana_P._Chatterji,1
Edward_Said,Christopher_Hitchens,1
Edward_Said,Derek_Gregory,1
Edward_Said,Gayatri_Chakravorty_Spivak,1
Edward_Said,Hamid_Dabashi,1
Edward_Said,Homi_K._Bhabha,1
Edward_Said,John_Esposito,1
Edward_Said,Joseph_Massad,1
Edward_Said,Mahmood_Mamdani,1
Edward_Said,Nigel_Gibson,1
Edward_Said,Partha_Chatterjee,1
Edward_Said,R._Radhakrishnan,1
Edward_Said,Ranajit_Guha,1
Edward_Said,Rashid_Khalidi,1
Edward_Said,Robert_Fisk,1
Edwin_Arthur_Burtt,Alexandre_Koyré,1
Ehrenfried_Walther_von_Tschirnhaus,Christian_Wolff,1
Eleatics,Euclid_of_Megara,1
Elijah_Benamozegh,Mario_Javier_Saban,1
Emanuel_Swedenborg,August_Strindberg,1
Emanuel_Swedenborg,Carl_Jung,1
Emanuel_Swedenborg,Charles_Baudelaire,1
Emanuel_Swedenborg,George_Inness,1
Emanuel_Swedenborg,Helen_Keller,1
Emanuel_Swedenborg,Immanuel_Kant,1
Emanuel_Swedenborg,Johnny_Appleseed,1
Emanuel_Swedenborg,Ralph_Waldo_Emerson,1
Emanuel_Swedenborg,William_Blake,1
Emanuel_Swedenborg,William_James,1
Emerich_de_Vattel,Alexander_Hamilton,1
Emerich_de_Vattel,Benjamin_Franklin,1
Emerich_de_Vattel,George_Washington,1
Emerich_de_Vattel,Western_philosophy,1
Emil_Lask,Eugen_Herrigel,1
Emil_Lask,György_Lukács,1
Emil_Lask,Martin_Heidegger,1
Émile_Armand,Iniciales,1
Émile_Armand,La_Revista_Blanca,1
Émile_Armand,Maria_Lacerda_de_Moura,1
Émile_Boutroux,Maurice_Blondel,1
Émile_Chartier,Simone_Weil,1
Émile_Durkheim,Ferdinand_de_Saussure,1
Émile_Durkheim,Henri_Bergson,1
Emmanuel_Levinas,Alain_Finkielkraut,1
Emmanuel_Levinas,Avital_Ronell,1
Emmanuel_Levinas,Benny_Lévy,1
Emmanuel_Levinas,Bernard-Henri_Lévy,1
Emmanuel_Levinas,Bracha_L._Ettinger,1
Emmanuel_Levinas,Hamid_Dabashi,1
Emmanuel_Levinas,Ivan_Illich,1
Emmanuel_Levinas,Jean-Luc_Marion,1
Emmanuel_Levinas,John_D._Caputo,1
Emmanuel_Levinas,Judith_Butler,1
Emmanuel_Levinas,Philip_Lindholm,1
Emmanuel_Levinas,Simon_Critchley,1
Emmanuel_Levinas,Simon_Glendinning,1
Empedocles,Aristotle,1
Empedocles,Francis_Bacon,1
Empedocles,Friedrich_Nietzsche,1
Empedocles,Gorgias,1
Empedocles,Lucretius,1
Enrique_Dussel,Bolívar_Echeverría,1
