A,B,Weight
Muhammad_Hamidullah ,International_law ,1
Plato ,Aristotle ,1
Zeno_of_Elea ,Aristotle ,1
Democritus ,Aristotle ,1
Empedocles ,Aristotle ,1
Heraclitus ,Aristotle ,1
Parmenides ,Aristotle ,1
Socrates ,Aristotle ,1
George_Berkeley ,Arthur_Schopenhauer ,1
Giordano_Bruno ,Arthur_Schopenhauer ,1
Plato ,Arthur_Schopenhauer ,1
David_Hume ,Arthur_Schopenhauer ,1
John_Locke ,Arthur_Schopenhauer ,1
Jakob_B%C3%B6hme ,Arthur_Schopenhauer ,1
Baruch_Spinoza ,Arthur_Schopenhauer ,1
Immanuel_Kant ,Arthur_Schopenhauer ,1
Plotinus ,Arthur_Schopenhauer ,1
Rudolf_Steiner ,Albert_Schweitzer ,1
Bernard_Mandeville ,Adam_Smith ,1
William_Petty ,Adam_Smith ,1
Anders_Chydenius ,Adam_Smith ,1
David_Hume ,Adam_Smith ,1
John_Locke ,Adam_Smith ,1
Francis_Hutcheson_%28philosopher%29 ,Adam_Smith ,1
Joseph_Butler____1 ,Adam_Smith ,1
George_Berkeley ,A._J._Ayer ,1
David_Hume ,A._J._Ayer ,1
C._D._Broad ,A._J._Ayer ,1
Immanuel_Kant ,A._J._Ayer ,1
Gilbert_Ryle ,A._J._Ayer ,1
Plato ,Augustine_of_Hippo ,1
Plotinus ,Augustine_of_Hippo ,1
Joseph_Butler____1 ,C._S._Lewis ,1
Friedrich_Nietzsche ,Carl_Rogers ,1
George_Berkeley ,David_Hume ,1
Pyrrho ,David_Hume ,1
John_Locke ,David_Hume ,1
Epicurus ,David_Hume ,1
Gottfried_Leibniz ,David_Hume ,1
Niccol%C3%B2_Machiavelli ,David_Hume ,1
Montesquieu ,David_Hume ,1
Nicolas_Malebranche ,David_Hume ,1
Sextus_Empiricus ,David_Hume ,1
Francis_Hutcheson_%28philosopher%29 ,David_Hume ,1
Joseph_Butler____1 ,David_Hume ,1
Leucippus ,Democritus ,1
David_Hume ,Daniel_Dennett ,1
Hilary_Putnam ,Daniel_Dennett ,1
Gilbert_Ryle ,Daniel_Dennett ,1
Pythagoras ,Empedocles ,1
Pierre-Joseph_Proudhon ,Emma_Goldman ,1
Peter_Kropotkin ,Emma_Goldman ,1
Max_Stirner ,Emma_Goldman ,1
Euclid_of_Megara ,Eubulides ,1
Arthur_Schopenhauer ,Erwin_Schr%C3%B6dinger ,1
Zeno_of_Citium ,Epictetus ,1
Jean-Jacques_Rousseau ,French_Revolution ,1
Niccol%C3%B2_Machiavelli ,Francis_Bacon ,1
Thomas_Reid ,G._E._Moore ,1
J%C3%BCrgen_Habermas ,Georg_Henrik_von_Wright ,1
Friedrich_Nietzsche ,Gilles_Deleuze ,1
Georg_Wilhelm_Friedrich_Hegel ,Gilles_Deleuze ,1
Duns_Scotus ,Gilles_Deleuze ,1
Salomon_Maimon ,Gilles_Deleuze ,1
Gilbert_Simondon ,Gilles_Deleuze ,1
David_Hume ,Gilles_Deleuze ,1
Karl_Marx ,Gilles_Deleuze ,1
Maurice_Merleau-Ponty ,Gilles_Deleuze ,1
Alfred_North_Whitehead ,Gilles_Deleuze ,1
Baruch_Spinoza ,Gilles_Deleuze ,1
F%C3%A9lix_Guattari ,Gilles_Deleuze ,1
Henri_Bergson ,Gilles_Deleuze ,1
Immanuel_Kant ,Gilles_Deleuze ,1
Gottlob_Frege ,Giuseppe_Peano ,1
Friedrich_Nietzsche ,H._P._Lovecraft ,1
Hugo_Grotius ,John_Locke ,1
John_Selden ,John_Locke ,1
Ren%C3%A9_Descartes ,John_Locke ,1
Thomas_Hobbes ,John_Locke ,1
Georg_Wilhelm_Friedrich_Hegel ,John_Dewey ,1
William_James ,John_Dewey ,1
William_of_Ockham ,John_Wycliffe ,1
Hannah_Arendt ,Julia_Kristeva ,1
Edmund_Burke ,Karl_Popper ,1
John_Stuart_Mill ,Karl_Popper ,1
Arthur_Schopenhauer ,Karl_Popper ,1
David_Hume ,Karl_Popper ,1
Heraclitus ,Karl_Popper ,1
Bertrand_Russell ,Karl_Popper ,1
Immanuel_Kant ,Karl_Popper ,1
Georg_Wilhelm_Friedrich_Hegel ,Karl_Marx ,1
Pierre-Joseph_Proudhon ,Karl_Marx ,1
Jean-Jacques_Rousseau ,Karl_Marx ,1
William_Petty ,Karl_Marx ,1
Auguste_Comte ,Karl_Marx ,1
Baron_d%27Holbach ,Karl_Marx ,1
Baruch_Spinoza ,Karl_Marx ,1
Epicurus ,Karl_Marx ,1
Max_Stirner ,Karl_Marx ,1
Ludwig_Feuerbach ,Karl_Marx ,1
Karl_Marx ,CategoryMarxists ,1
Friedrich_Engels ,CategoryMarxists ,1
Arthur_Schopenhauer ,Knut_Hamsun ,1
Jean-Paul_Sartre ,Maurice_Merleau-Ponty ,1
Edmund_Husserl ,Maurice_Merleau-Ponty ,1
Alfred_North_Whitehead ,Maurice_Merleau-Ponty ,1
Henri_Bergson ,Maurice_Merleau-Ponty ,1
Hannah_Arendt ,Maurice_Merleau-Ponty ,1
Aristotle ,Maimonides ,1
Averroes ,Maimonides ,1
Alexis_de_Tocqueville ,Max_Weber ,1
Alexander_Herzen ,Mao_Zedong ,1
Karl_Marx ,Mao_Zedong ,1
Friedrich_Engels ,Mao_Zedong ,1
Herbert_Spencer ,Murray_Rothbard ,1
Frank_Fetter ,Murray_Rothbard ,1
Henry_Sidgwick ,Mordecai_Kaplan ,1
William_James ,Mordecai_Kaplan ,1
Alfred_North_Whitehead ,Mordecai_Kaplan ,1
Baruch_Spinoza ,Mordecai_Kaplan ,1
Hazrat_Babajan ,Meher_Baba ,1
Upasni_Maharaj ,Meher_Baba ,1
Peter_Kropotkin ,Oscar_Wilde ,1
Thales ,Pythagoras ,1
Anaximander ,Pythagoras ,1
Pherecydes_of_Syros ,Pythagoras ,1
Heraclitus ,Parmenides ,1
Pythagoras ,Parmenides ,1
Proclus ,Pseudo-Dionysius_the_Areopagite ,1
Plotinus ,Pseudo-Dionysius_the_Areopagite ,1
Zeno_of_Elea ,Protagoras ,1
Duns_Scotus ,Pope_Sixtus_IV ,1
Plato ,Ren%C3%A9_Descartes ,1
Francisco_Su%C3%A1rez ,Ren%C3%A9_Descartes ,1
Duns_Scotus ,Ren%C3%A9_Descartes ,1
Michel_de_Montaigne ,Ren%C3%A9_Descartes ,1
Sextus_Empiricus ,Ren%C3%A9_Descartes ,1
Daniel_Dennett ,Richard_Dawkins ,1
Richard_McKeon ,Robert_M._Pirsig ,1
Georg_Wilhelm_Friedrich_Hegel ,S%C3%B8ren_Kierkegaard ,1
Friedrich_Wilhelm_Joseph_Schelling ,S%C3%B8ren_Kierkegaard ,1
Arthur_Schopenhauer ,S%C3%B8ren_Kierkegaard ,1
Friedrich_Heinrich_Jacobi ,S%C3%B8ren_Kierkegaard ,1
Immanuel_Kant ,S%C3%B8ren_Kierkegaard ,1
Friedrich_Adolf_Trendelenburg ,S%C3%B8ren_Kierkegaard ,1
Christian_Molbech ,S%C3%B8ren_Kierkegaard ,1
Roy_Johnston ,Sinn_F%C3%A9in ,1
Friedrich_Nietzsche ,Theodor_W._Adorno ,1
Georg_Wilhelm_Friedrich_Hegel ,Theodor_W._Adorno ,1
Max_Horkheimer ,Theodor_W._Adorno ,1
Edmund_Husserl ,Theodor_W._Adorno ,1
Walter_Benjamin ,Theodor_W._Adorno ,1
Niccol%C3%B2_Machiavelli ,Vilfredo_Pareto ,1
Thomas_Reid ,William_Alston ,1
J._L._Austin ,William_Alston ,1
Christian_Jakob_Kraus ,Wilhelm_von_Humboldt ,1
S%C3%B8ren_Kierkegaard ,W._H._Auden ,1
Edmund_Burke ,W._B._Yeats ,1
Stilpo ,Zeno_of_Citium ,1
Crates_of_Thebes ,Zeno_of_Citium ,1
Democritus ,Lucretius ,1
Empedocles ,Lucretius ,1
Epicurus ,Lucretius ,1
Zeno_of_Citium ,Chrysippus ,1
Cleanthes ,Chrysippus ,1
John_Stuart_Mill ,John_Maynard_Keynes ,1
William_Petty ,John_Maynard_Keynes ,1
Theognostus_of_Alexandria ,Gregory_of_Nyssa ,1
Jean-Jacques_Rousseau ,%C3%89mile_Durkheim ,1
William_James ,%C3%89mile_Durkheim ,1
Herbert_Spencer ,%C3%89mile_Durkheim ,1
Ren%C3%A9_Descartes ,%C3%89mile_Durkheim ,1
Auguste_Comte ,%C3%89mile_Durkheim ,1
Immanuel_Kant ,%C3%89mile_Durkheim ,1
Montesquieu ,%C3%89mile_Durkheim ,1
Thomas_Kuhn ,Imre_Lakatos ,1
Paul_Feyerabend ,Imre_Lakatos ,1
Friedrich_Nietzsche ,Carl_Jung ,1
Arthur_Schopenhauer ,Carl_Jung ,1
Immanuel_Kant ,Carl_Jung ,1
Emanuel_Swedenborg ,Carl_Jung ,1
Albert_Camus ,Richard_Wright_%28author%29 ,1
Heraclitus ,Alfred_North_Whitehead ,1
Henri_Bergson ,Alfred_North_Whitehead ,1
Confucius ,Ezra_Pound ,1
Archytas ,Eudoxus_of_Cnidus ,1
Karl_Marx ,Nicolae_Ceau%C8%99escu ,1
Herbert_Marcuse ,Abbie_Hoffman ,1
Marshall_McLuhan ,Abbie_Hoffman ,1
Herbert_McCabe ,Seamus_Heaney ,1
Alfred_North_Whitehead ,Talcott_Parsons ,1
Friedrich_Nietzsche ,H._L._Mencken ,1
George_Berkeley ,Ernst_Mach ,1
Peter_Kropotkin ,Bob_Black ,1
Herbert_Marcuse ,Bob_Black ,1
Raoul_Vaneigem ,Bob_Black ,1
Max_Stirner ,Bob_Black ,1
Ivan_Illich ,Bob_Black ,1
Otto_Weininger ,Georg_Trakl ,1
Michel_de_Montaigne ,Gore_Vidal ,1
William_James ,Hilary_Putnam ,1
Immanuel_Kant ,Hilary_Putnam ,1
Willard_Van_Orman_Quine ,Hilary_Putnam ,1
Nelson_Goodman ,Hilary_Putnam ,1
Stilpo ,Crates_of_Thebes ,1
Antisthenes ,Crates_of_Thebes ,1
Diogenes_of_Sinope ,Crates_of_Thebes ,1
Plotinus ,Simplicius_of_Cilicia ,1
S%C3%B8ren_Kierkegaard ,Dietrich_Bonhoeffer ,1
Zeno_of_Citium ,Posidonius ,1
Panaetius ,Posidonius ,1
Jean-Paul_Sartre ,Doris_Lessing ,1
Peter_Kropotkin ,Colin_Ward ,1
Edmund_Husserl ,Alfred_Sch%C3%BCtz ,1
Henry_Sidgwick ,John_Rawls ,1
John_Stuart_Mill ,John_Rawls ,1
Jean-Jacques_Rousseau ,John_Rawls ,1
H._L._A._Hart ,John_Rawls ,1
Immanuel_Kant ,John_Rawls ,1
Johann_Gottlieb_Fichte ,Thomas_Carlyle ,1
Jean-Jacques_Rousseau ,Auguste_Comte ,1
David_Hume ,Auguste_Comte ,1
Terence_McKenna ,Rupert_Sheldrake ,1
Thomas_Paine ,William_Godwin ,1
Peter_Deunov ,Paramahansa_Yogananda ,1
Joseph_de_Maistre ,Jules_Am%C3%A9d%C3%A9e_Barbey_d%27Aurevilly ,1
Georg_Wilhelm_Friedrich_Hegel ,Murray_Bookchin ,1
Peter_Kropotkin ,Murray_Bookchin ,1
Karl_Marx ,Murray_Bookchin ,1
Hans_Jonas ,Murray_Bookchin ,1
Baruch_Spinoza ,Murray_Bookchin ,1
Max_Stirner ,Ernst_J%C3%BCnger ,1
Alexander_Herzen ,Isaiah_Berlin ,1
Cornelius_Castoriadis ,Guy_Debord ,1
Henri_Lefebvre ,Guy_Debord ,1
Karl_Marx ,Guy_Debord ,1
Friedrich_Engels ,Guy_Debord ,1
Gy%C3%B6rgy_Luk%C3%A1cs ,Guy_Debord ,1
Asclepiodotus_of_Alexandria ,Damascius ,1
Proclus ,Damascius ,1
Plotinus ,Damascius ,1
Arthur_Schopenhauer ,Clarence_Darrow ,1
Emanuel_Swedenborg ,Johnny_Appleseed ,1
Ram%C3%B3n_Xirau ,Octavio_Paz ,1
George_Gurdjieff ,Katherine_Mansfield ,1
Giovanni_Pico_della_Mirandola ,John_Colet ,1
Jean-Jacques_Rousseau ,Alexis_de_Tocqueville ,1
Montesquieu ,Alexis_de_Tocqueville ,1
Hugo_Grotius ,Giambattista_Vico ,1
John_Selden ,Giambattista_Vico ,1
Gottfried_Leibniz ,Giambattista_Vico ,1
Niccol%C3%B2_Machiavelli ,Giambattista_Vico ,1
Nicolas_Malebranche ,Giambattista_Vico ,1
Aristotle ,Jewish_philosophy ,1
George_Gurdjieff ,Colin_Wilson ,1
Antonio_Gramsci ,Raymond_Williams ,1
Pyrrho ,Arcesilaus ,1
Zeno_of_Citium ,Cleanthes ,1
Stilpo ,Menedemus ,1
Speusippus ,Xenocrates ,1
Thomas_Reid ,David_Hartley_%28philosopher%29 ,1
Max_Stirner ,Hakim_Bey ,1
Peter_Deunov ,Jiddu_Krishnamurti ,1
Jun_Tsuji ,Eisuke_Yoshiyuki ,1
Harry_Frankfurt ,Susan_Wolf ,1
David_Hume ,Baron_d%27Holbach ,1
Niccol%C3%B2_Machiavelli ,John_Adams ,1
William_James ,Alan_Watts ,1
Francisco_Su%C3%A1rez ,Christian_Wolff_%28philosopher%29 ,1
Confucius ,Christian_Wolff_%28philosopher%29 ,1
Gottfried_Leibniz ,Christian_Wolff_%28philosopher%29 ,1
Herbert_Spencer ,Grant_Allen ,1
George_Boole ,William_Stanley_Jevons ,1
Ka%27ab_al-Ahbar ,Muawiyah_I ,1
George_Gurdjieff ,Keith_Jarrett ,1
Wilfrid_Sellars ,John_McDowell ,1
Donald_Davidson_%28philosopher%29 ,John_McDowell ,1
Philippa_Foot ,John_McDowell ,1
Immanuel_Kant ,John_McDowell ,1
George_Gurdjieff ,Jeanne_de_Salzmann ,1
George_Gurdjieff ,P._L._Travers ,1
George_Gurdjieff ,P._D._Ouspensky ,1
Zhuangzi ,Chinese_Buddhism ,1
Thomas_Paine ,Moncure_D._Conway ,1
Ren%C3%A9_Descartes ,Antoine_Arnauld ,1
Friedrich_Nietzsche ,Martin_Buber ,1
A._D._Gordon ,Martin_Buber ,1
S%C3%B8ren_Kierkegaard ,Martin_Buber ,1
Ludwig_Feuerbach ,Martin_Buber ,1
Georg_Wilhelm_Friedrich_Hegel ,Karl_Barth ,1
Friedrich_Schleiermacher ,Karl_Barth ,1
S%C3%B8ren_Kierkegaard ,Karl_Barth ,1
John_Grinder ,Richard_Bandler ,1
Pythagoras ,Philolaus ,1
Epictetus ,Albert_Ellis_%28psychologist%29 ,1
Henry_Sidgwick ,R._M._Hare ,1
A._J._Ayer ,R._M._Hare ,1
J._L._Austin ,R._M._Hare ,1
Gilbert_Ryle ,R._M._Hare ,1
S%C3%B8ren_Kierkegaard ,Rollo_May ,1
Socrates ,Aristippus ,1
Maimonides ,Jean_Bodin ,1
John_Stuart_Mill ,Ronald_Dworkin ,1
H._L._A._Hart ,Ronald_Dworkin ,1
Lon_L._Fuller ,Ronald_Dworkin ,1
Philippa_Foot ,Rosalind_Hursthouse ,1
G._E._Moore ,Max_Black ,1
Niccol%C3%B2_Machiavelli ,James_Harrington_%28author%29 ,1
Porphyry_%28philosopher%29 ,Aristotelianism ,1
Jean-Paul_Sartre ,Kenzabur%C5%8D_%C5%8Ce ,1
Arthur_Schopenhauer ,Jacob_Burckhardt ,1
Hans_Kelsen ,H._L._A._Hart ,1
John_Stuart_Mill ,H._L._A._Hart ,1
J._L._Austin ,H._L._A._Hart ,1
Lev_Shestov ,Nikolai_Berdyaev ,1
Vladimir_Solovyov_%28philosopher%29 ,Nikolai_Berdyaev ,1
Suzanne_Briet ,S._R._Ranganathan ,1
Arthur_Schopenhauer ,Joaquim_Maria_Machado_de_Assis ,1
Frank_P._Ramsey ,Susan_Haack ,1
Ren%C3%A9_Descartes ,Henry_More ,1
J._L._Austin ,Paul_Grice ,1
Desiderius_Erasmus ,Dami%C3%A3o_de_G%C3%B3is ,1
Jean-Jacques_Rousseau ,Mary_Shelley ,1
Ibn_Khaldun ,Al-Maqrizi ,1
Zhu_Xi ,Tu_Weiming ,1
Peter_Kropotkin ,CrimethInc. ,1
John_Zerzan ,CrimethInc. ,1
Raoul_Vaneigem ,CrimethInc. ,1
Bob_Black ,CrimethInc. ,1
Wolfi_Landstreicher ,CrimethInc. ,1
Jean-Paul_Sartre ,Fredric_Jameson ,1
Louis_Althusser ,Fredric_Jameson ,1
Kazi_Nazrul_Islam ,Bengali_poetry ,1
Muhsin_al-Hakim ,Abdul_Aziz_al-Hakim ,1
Albert_Camus ,Orhan_Pamuk ,1
Franz_Brentano ,Alexius_Meinong ,1
Arthur_Schopenhauer ,Karl_Kraus ,1
Otto_Weininger ,Karl_Kraus ,1
Noam_Chomsky ,Tanya_Reinhart ,1
H._L._A._Hart ,Neil_MacCormick ,1
Thomas_Hobbes ,Sociology ,1
Johannes_Scotus_Eriugena ,Thomas_Aquinas ,1
Aristotle ,Thomas_Aquinas ,1
Maimonides ,Thomas_Aquinas ,1
Averroes ,Thomas_Aquinas ,1
Boethius ,Thomas_Aquinas ,1
Albertus_Magnus____1 ,Thomas_Aquinas ,1
Anselm_of_Canterbury____1 ,Thomas_Aquinas ,1
Peter_Kropotkin ,Alexander_Berkman ,1
Karl_Marx ,Karl_Korsch ,1
Herbert_Spencer ,Auberon_Herbert ,1
Bayazid_Bastami ,Mansur_Al-Hallaj ,1
Gaetano_Mosca ,Robert_Michels ,1
Alfred_North_Whitehead ,Hans_Jonas ,1
Al-Dhahabi ,Ibn_Kathir ,1
Ibn_Qayyim_Al-Jawziyya ,Ibn_Kathir ,1
Yusuf_ibn_Abd_al-Rahman_al-Mizzi ,Ibn_Kathir ,1
Allan_Bloom ,Alan_Keyes ,1
Dan_Goldstick ,Miguel_Figueroa ,1
Murray_Rothbard ,Justin_Raimondo ,1
Syed_Ahmed_Khan ,All-India_Muslim_League ,1
J%C3%BCrgen_Habermas ,Antanas_Mockus ,1
Hugo_Grotius ,Founding_Fathers_of_the_United_States ,1
John_Locke ,Founding_Fathers_of_the_United_States ,1
Georg_Wilhelm_Friedrich_Hegel ,Evald_Ilyenkov ,1
Friedrich_Nietzsche ,Bernard_Williams ,1
Philippa_Foot ,Bernard_Williams ,1
Jakob_B%C3%B6hme ,William_Law ,1
Immanuel_Kant ,Ernst_Cassirer ,1
Baruch_Spinoza ,Michael_Hardt ,1
F%C3%A9lix_Guattari ,Michael_Hardt ,1
Slavoj_%C5%BDi%C5%BEek ,Michael_Hardt ,1
Antonio_Negri ,Michael_Hardt ,1
Josiah_Royce ,Brand_Blanshard ,1
S%C3%B8ren_Kierkegaard ,Gabriel_Marcel ,1
Samuel_Alexander ,Whitehead ,1
Arcesilaus ,Lacydes_of_Cyrene ,1
Antonio_Gramsci ,Cornel_West ,1
Plotinus ,Porphyry_%28philosopher%29 ,1
Arthur_Schopenhauer ,Thomas_Ligotti ,1
Cesare_Cremonini_%28philosopher%29 ,Libertine ,1
Arthur_Schopenhauer ,Karl_Robert_Eduard_von_Hartmann ,1
Judith_Butler ,Lauren_Berlant ,1
Philippa_Foot ,Michael_Slote ,1
Edmund_Husserl ,Jean-Luc_Marion ,1
Murray_Rothbard ,Robert_P._Murphy ,1
John_D._Caputo ,Richard_Kearney ,1
Anaxagoras ,Archelaus_%28philosopher%29 ,1
Joseph_de_Maistre ,Louis_Gabriel_Ambroise_de_Bonald ,1
Gottfried_Leibniz ,Louis_Gabriel_Ambroise_de_Bonald ,1
Samuel_Alexander ,John_Anderson_%28philosopher%29 ,1
Noam_Chomsky ,Colin_McGinn ,1
P._F._Strawson ,Colin_McGinn ,1
Donald_Davidson_%28philosopher%29 ,Colin_McGinn ,1
Arda_Denkel ,Colin_McGinn ,1
Kenneth_Waltz ,Joseph_Nye ,1
Peter_Kropotkin ,Ricardo_Flores_Mag%C3%B3n ,1
Shibli_Nomani ,Abul_Kalam_Azad ,1
Friedrich_Nietzsche ,Hubert_Dreyfus ,1
Maurice_Merleau-Ponty ,Hubert_Dreyfus ,1
Kam%C4%81l_al-D%C4%ABn_F%C4%81ris%C4%AB ,Qotb_al-Din_Shirazi ,1
Cornelius_Van_Til ,John_Frame ,1
Clarence_Irving_Lewis ,Robert_Paul_Wolff ,1
Kuki_Sh%C5%ABz%C5%8D ,Takeo_Doi ,1
Ernest_Gellner ,Michael_Mann_%28sociologist%29 ,1
Noam_Chomsky ,Robert_Lees_%28linguist%29 ,1
Pyrrho ,Timon_of_Phlius ,1
John_Grinder ,Brief_psychotherapy ,1
William_James ,Morris_Raphael_Cohen ,1
Josiah_Royce ,Morris_Raphael_Cohen ,1
Plotinus ,Iamblichus ,1
Noam_Chomsky ,Derek_Bickerton ,1
Ivan_Illich ,Wolfgang_Sachs ,1
Hannah_Arendt ,Richard_Sennett ,1
Henry_Corbin ,Kathleen_Raine ,1
Pierre_Bourdieu ,Michel_de_Certeau ,1
T._K._Seung ,David_Williams ,1
Max_Stirner ,Saul_Newman ,1
Donald_Davidson_%28philosopher%29 ,Jennifer_Hornsby ,1
Bernard_Williams ,Jennifer_Hornsby ,1
Wolfi_Landstreicher ,Insurrectionary_anarchism ,1
Jean-Paul_Sartre ,Che_Guevara ,1
Alexander_Herzen ,Che_Guevara ,1
Karl_Marx ,Che_Guevara ,1
Friedrich_Engels ,Che_Guevara ,1
Franz_Brentano ,Christian_von_Ehrenfels ,1
Georg_Wilhelm_Friedrich_Hegel ,Robert_Brandom ,1
Richard_Rorty ,Robert_Brandom ,1
Wilfrid_Sellars ,Robert_Brandom ,1
Donald_Davidson_%28philosopher%29 ,Robert_Brandom ,1
Gottfried_Leibniz ,Ru%C4%91er_Bo%C5%A1kovi%C4%87 ,1
S%C3%B8ren_Kierkegaard ,Emil_Brunner ,1
Martin_Buber ,Emil_Brunner ,1
Jan_Hus ,Jerome_of_Prague ,1
Hans_Jonas ,Leon_Kass ,1
P._F._Strawson ,Ted_Honderich ,1
A._J._Ayer ,Ted_Honderich ,1
Arda_Denkel ,Ted_Honderich ,1
Juan_V%C3%A1zquez_de_Mella ,Osvaldo_Lira ,1
Crates_of_Thebes ,Metrocles ,1
Giovanni_Gentile ,William_Ernest_Hocking ,1
William_Lane_Craig ,Francis_J._Beckwith ,1
Gerald_Cohen ,Jon_Elster ,1
Peter_Deunov ,Omraam_Mikha%C3%ABl_A%C3%AFvanhov ,1
George_Santayana ,Naturalism_%28philosophy%29 ,1
Ghulam_Bhik_Nairang ,Pakistan_Movement ,1
Edmund_Husserl ,Leszek_Ko%C5%82akowski ,1
John_Stuart_Mill ,Norman_Finkelstein ,1
Noam_Chomsky ,Norman_Finkelstein ,1
Joseph_de_Maistre ,Karl_Ludwig_von_Haller ,1
Pyrrho ,Crates_of_Athens ,1
Jean-Paul_Sartre ,Roberto_Mangabeira_Unger ,1
Arthur_Schopenhauer ,Susanne_Langer ,1
Alfred_North_Whitehead ,Susanne_Langer ,1
George_Gurdjieff ,"Henry_Sinclair,_2nd_Baron_Pentland ",1
Pyrrho ,Carneades ,1
Arcesilaus ,Carneades ,1
Susanne_Langer ,Bernard_Lonergan ,1
Herbert_Marcuse ,Douglas_Kellner ,1
Pierre_Duhem ,John_Worrall_%28philosopher%29 ,1
Al-Jahiz ,Ibn_Tufail ,1
Hilary_Putnam ,Ned_Block ,1
Ernest_Gellner ,Adam_Kuper ,1
Noam_Chomsky ,Mark_Baker_%28linguist%29 ,1
Taha_Hussein ,Tahar_Ben_Jelloun ,1
Alfred_North_Whitehead ,Jean_Wahl ,1
Qamaruzzaman_Azmi ,World_Islamic_Mission ,1
Shibli_Nomani ,Amin_Ahsan_Islahi ,1
Edward_Said ,John_Esposito ,1
John_Selden ,Great_Tew ,1
H._L._A._Hart ,Joseph_Raz ,1
Ivan_Illich ,Lee_Felsenstein ,1
Meister_Eckhart ,Henry_Suso ,1
Epictetus ,Junius_Rusticus ,1
George_Santayana ,John_Lachs ,1
Peter_Kropotkin ,L._Susan_Brown ,1
Peter_Kropotkin ,Jean_Grave ,1
Edmund_Husserl ,Bernard_Stiegler ,1
Gilbert_Simondon ,Bernard_Stiegler ,1
Ernest_Gellner ,Valery_Tishkov ,1
Herbert_Spencer ,Roderick_Long ,1
Murray_Rothbard ,Roderick_Long ,1
Robert_Nozick ,Roderick_Long ,1
Mirza_Mazhar_Jan-e-Janaan ,Shah_Waliullah ,1
Pythagoras ,Alcmaeon_of_Croton ,1
Raoul_Vaneigem ,Wolfi_Landstreicher ,1
Renzo_Novatore ,Wolfi_Landstreicher ,1
Max_Stirner ,Wolfi_Landstreicher ,1
Zhu_Xi ,Wang_Fuzhi ,1
Evan_Thompson ,Dan_Zahavi ,1
Alejandro_Korn ,Pedro_Henr%C3%ADquez_Ure%C3%B1a ,1
Wilhelm_Dilthey ,Georg_Misch ,1
Boethius ,Peter_Abelard ,1
Frank_Fetter ,Richard_Ebeling ,1
Abul_Ala_Maududi ,Qazi_Hussain_Ahmad ,1
Donald_Davidson_%28philosopher%29 ,Ernest_Lepore ,1
Jerry_Fodor ,Ernest_Lepore ,1
Otto_Neurath ,Berlin_Circle ,1
Hans_Reichenbach ,Berlin_Circle ,1
Kurt_Grelling ,Berlin_Circle ,1
Zeno_of_Citium ,Panaetius ,1
Maine_de_Biran ,Michel_Henry ,1
Qamaruzzaman_Azmi ,Waqar_Azmi ,1
R._Radhakrishnan ,Brenda_Marshall ,1
Arthur_Schopenhauer ,Jules_Laforgue ,1
Jean_Baudrillard ,Giannina_Braschi ,1
Hugo_Grotius ,Emerich_de_Vattel ,1
Charles_Hartshorne ,David_Ray_Griffin ,1
John_Anderson_%28philosopher%29 ,John_Passmore ,1
Judith_Butler ,Jos%C3%A9_Esteban_Mu%C3%B1oz ,1
%C3%89mile_Armand ,Maria_Lacerda_de_Moura ,1
Han_Ryner ,Maria_Lacerda_de_Moura ,1
Hannah_Arendt ,Philip_Pettit ,1
G._E._Moore ,W._D._Ross ,1
Niccol%C3%B2_Machiavelli ,Vincenzo_Cuoco ,1
Friedrich_Nietzsche ,Michel_Onfray ,1
Georges_Palante ,Michel_Onfray ,1
Michel_de_Montaigne ,Michel_Onfray ,1
Epicurus ,Michel_Onfray ,1
Han_Ryner ,Michel_Onfray ,1
Archytas ,Menaechmus ,1
Gordon_Clark ,John_Gerstner ,1
Abul_Ala_Maududi ,Ghulam_Azam ,1
Ren%C3%A9_Gu%C3%A9non ,Martin_Lings ,1
Herbert_Spencer ,Tokutomi_Soh%C5%8D ,1
Mirza_Mazhar_Jan-e-Janaan ,Ibn_Abidin ,1
Al-Kindi ,Ebn_Meskavayh ,1
Al-Jahiz ,Ebn_Meskavayh ,1
Muhammad_Husayn_Tabatabaei ,Abdollah_Javadi-Amoli ,1
Max_Stirner ,Steven_T._Byington ,1
Hugo_Grotius ,Cornelius_van_Bynkershoek ,1
Posidonius ,Cleomedes ,1
Josiah_Warren ,William_Batchelder_Greene ,1
Muhammad_Husayn_Tabatabaei ,Musa_al-Sadr ,1
Epicurus ,Hermarchus ,1
Kenneth_Waltz ,Robert_Keohane ,1
F%C3%A9lix_Guattari ,Brian_Massumi ,1
Ernest_Gellner ,Jos%C3%A9_Guilherme_Merquior ,1
Akhtar_Raza_Khan ,Muhammad_Sayyid_Tantawy ,1
Aristippus ,Anniceris ,1
Renzo_Novatore ,Severino_Di_Giovanni ,1
Zeno_of_Sidon ,Philodemus ,1
Epicurus ,Philodemus ,1
George_Boole ,William_Ernest_Johnson ,1
Muhammad_Hamidullah ,Contemporary_Islamic_philosophy ,1
Alain_Badiou ,Sylvain_Lazarus ,1
Niccol%C3%B2_Machiavelli ,Realism_%28international_relations%29 ,1
Plotinus ,Platonism_in_the_Renaissance ,1
Abul_Ala_Maududi ,Yusuf_Islahi ,1
Abu_Zayd_al-Balkhi ,Ibn_Hawqal ,1
Kendall_Walton ,Chris_Bateman ,1
